,iteracao,wp1w,wp2w,zfoc,R1,L1,R2,L2,R3,Fobj
0,0.0,0.310834303933299,0.24050028245412955,192.08581932693912,81.8788453278181,16.18100942559522,116.75484382999018,0.7602050014361628,79.83831712866657,2.2649652121605865
1,0.0,0.18787782063073874,0.06395222141180927,133.8661403381647,26.953400776004276,57.84142437004122,101.41177430890359,0.003139598613215444,108.24571410998185,1.2209533340953291
2,0.0,0.349344181899336,0.3293100249520681,14.158408673053321,65.32573270651577,24.245522614948023,102.0696673424002,31.806533862786566,36.55125010729405,1.4757293441884016
3,0.0,0.27554382497087515,0.1509385515078986,54.504073889159486,64.78748908673832,9.750739668233752,79.28689685946436,13.042353838357597,52.352313159750025,2.90188516934813
4,0.0,0.21824131371558353,0.07545331276285798,166.82242170902035,40.98278232696136,62.60394568098242,79.40401574185368,50.92884227624209,105.63930669842043,3.1701517054365445
5,0.0,0.351508952753115,0.25612093635496475,97.20167738928012,67.05663058632211,2.992872932684758,98.48497630775216,47.31863484891085,78.40117779670923,2.206390208855981
6,0.0,0.15420886174199153,0.131682720120214,120.55340373084,67.71186001024137,22.05777285175853,41.68565797926901,25.855872376747765,109.43736949063394,0.42427706109424784
7,0.0,0.3714704918906391,0.13506471184547664,105.78190485785792,89.39014903791886,55.90721984785752,22.537971955533045,34.96520999772863,76.662748944751,1.3069733172209352
8,0.0,0.3840833166911815,0.18470227722367963,77.52176449147692,66.68035536228948,6.114569044584144,27.59699524770834,39.35800500158729,0.5435203975425118,1.7798803956465106
9,0.0,0.2778953700860606,0.2317680376211638,110.50888519810415,89.95428458720747,55.51913897044828,28.83664636428263,53.50891708959665,84.24617988357966,6.271706161016328
10,0.0,0.3891766953738444,0.1598787244077997,7.329642538106709,112.99159491673016,79.09599823598909,57.16755118368046,15.356729318798974,88.29794763763903,2.0453027582996737
11,0.0,0.278455544102205,0.1708539054053681,13.543450255346963,71.30177652797826,19.302439683015287,112.69520452489876,50.35864135229713,107.46043476062844,6.072241140704302
12,0.0,0.31807468652821,0.23282956451350514,146.2998115131323,12.140154532198853,59.99990632792109,59.11694106203884,49.543616184135615,70.21583356340203,1.3071323378878512
13,0.0,0.32462105279585785,0.258973075904062,138.87295603013402,119.65665653394508,71.27295252418952,43.738276302544264,33.319856436585994,92.75840957378465,5.846133922611979
14,0.0,0.3049382334298222,0.2118208250232153,70.02123479261247,67.70834956320762,63.039929544145025,63.9746858508801,48.38806412181686,27.7405479712869,3.0487492860952297
15,0.0,0.23885435574517577,0.14285574072594284,53.16408798351722,116.66649905751667,13.972788482184413,24.01137292413094,2.037750940698333,23.356748779430365,4.250929289675408
16,0.0,0.28788116446619183,0.18632596220759848,14.249548503836667,18.514342475916138,77.59257119951984,12.416546096272992,34.53778316943237,72.74025566252294,2.180750637012799
17,0.0,0.18370800625291797,0.1264588903493436,129.93356376392236,75.42048508702949,49.21573948806619,87.8020204600445,15.526968005542646,62.23818413321407,6.461413309682062
18,0.0,0.3853481084709717,0.1429289258741067,66.5738557164128,85.15515873630545,23.744852722732908,71.86700784729199,33.71319190345472,99.55876349351854,1.77289508843173
19,0.0,0.34708391895458235,0.30982006906863846,31.682636591268437,55.24508032510355,34.37359662077775,94.479900602316,8.309422299875473,25.77927501713915,1.3802761052037524
20,1.0,0.2172145509161055,0.16439070752451715,28.623818503692746,39.36699097044766,31.290578320622444,38.30872564576566,8.443863708525896,110.20999509841204,1.5886278552129942
21,2.0,0.20279883835464715,0.06527811087138313,190.17597048077732,47.872219160199165,6.224888935685158,100.06628111936152,12.341377772390842,40.96797991544008,0.3454994370754068
22,3.0,0.29354127109982076,0.2115168840996087,163.66255486849695,117.70712502300739,63.77016343176365,64.02437826618552,43.81187483668327,104.90956529974937,5.937868527719433
23,4.0,0.3593126235995442,0.3495257052759504,10.275857020169497,99.61403143592179,48.48233088850975,69.52188154682517,20.665722470730543,15.241944082081318,3.131849931759117
24,5.0,0.21371933151967823,0.19216537320529917,190.30618843156844,82.82416425645351,24.18641686439514,93.90874638222158,47.20680132508278,108.12530245631933,9.965279290106336
25,6.0,0.29133327966555955,0.21421814952164314,170.0562693644315,54.43359347991645,44.00779455900192,35.25744767859578,4.621492400765419,10.716798417270184,0.8193486208058361
26,7.0,0.33770441482774916,0.24226782569489294,128.62694800365716,87.0611044485122,51.65921859443188,88.07131075300276,20.962102599442005,30.166336968541145,1.7423121017639793
27,8.0,0.3656601524911821,0.28650684844999597,43.28951796051115,10.132885929197073,59.786130264401436,82.65908657573164,30.644819643348455,47.7086141332984,3.762840280118138
28,9.0,0.2147322814911604,0.21030480635813967,44.058946329168975,62.76242960244417,74.19969201087952,78.96413585171103,18.69825655594468,63.64697948098183,15.328620588265727
29,10.0,0.31356568620540204,0.2925162664158017,64.06739026773721,19.47779438458383,45.07035665214062,73.32281806506217,22.79941527172923,87.7567058801651,1.7442410237513517
