iteracao	wpw1	R_1	L_1	R_2	L_2	R_3	wpw2	Z_foc	F_obj	Q_tot	E_median	E_max
0.0	0.310834303933299	81.8788453278181	16.18100942559522	116.75484382999018	0.7602050014361628	79.83831712866657	0.24050028245412955	192.08581932693912	2.2649652121605865	0.1896225494391462	10.620297572765656	40.5894449144568
0.0	0.18787782063073874	26.953400776004276	57.84142437004122	101.41177430890359	0.003139598613215444	108.24571410998185	0.06395222141180927	133.8661403381647	1.2209533340953291	0.0903808246151764	11.535706755126823	47.0887052803407
0.0	0.349344181899336	65.32573270651577	24.245522614948023	102.0696673424002	31.806533862786566	36.55125010729405	0.3293100249520681	14.158408673053321	1.4757293441884016	0.146867203190169	9.487719271880918	25.41364051727217
0.0	0.27554382497087515	64.78748908673832	9.750739668233752	79.28689685946436	13.042353838357597	52.352313159750025	0.1509385515078986	54.504073889159486	2.90188516934813	0.23822639578404142	11.255646361890767	42.09813661954938
0.0	0.21824131371558353	40.98278232696136	62.60394568098242	79.40401574185368	50.92884227624209	105.63930669842043	0.07545331276285798	166.82242170902035	3.1701517054365445	0.2574749127618171	10.866109457831337	48.73906933240111
0.0	0.351508952753115	67.05663058632211	2.992872932684758	98.48497630775216	47.31863484891085	78.40117779670923	0.25612093635496475	97.20167738928012	2.206390208855981	0.2172808072452171	9.577826224733009	26.469626215837934
0.0	0.15420886174199153	67.71186001024137	22.05777285175853	41.68565797926901	25.855872376747765	109.43736949063394	0.131682720120214	120.55340373084	0.42427706109424784	0.032248905688402364	11.357969677243	39.81904621790928
0.0	0.3714704918906391	89.39014903791886	55.90721984785752	22.537971955533045	34.96520999772863	76.662748944751	0.13506471184547664	105.78190485785792	1.3069733172209352	0.13203650009816856	9.418165867069145	22.11074335375556
0.0	0.3840833166911815	66.68035536228948	6.114569044584144	27.59699524770834	39.35800500158729	0.5435203975425118	0.18470227722367963	77.52176449147692	1.7798803956465106	0.15945374671163987	10.165643295340917	31.94146539035386
0.0	0.2778953700860606	89.95428458720747	55.51913897044828	28.83664636428263	53.50891708959665	84.24617988357966	0.2317680376211638	110.50888519810415	6.271706161016328	0.4878559326723669	11.234256971549101	45.859596706662785
0.0	0.3891766953738444	112.99159491673016	79.09599823598909	57.16755118368046	15.356729318798974	88.29794763763903	0.1598787244077997	7.329642538106709	2.0453027582996737	0.2030991479542703	9.39403122048333	25.33810632185105
0.0	0.278455544102205	71.30177652797826	19.302439683015287	112.69520452489876	50.35864135229713	107.46043476062844	0.1708539054053681	13.543450255346963	6.072241140704302	0.483605001418191	11.284238159008131	54.68229352711119
0.0	0.31807468652821	12.140154532198853	59.99990632792109	59.11694106203884	49.543616184135615	70.21583356340203	0.23282956451350514	146.2998115131323	1.3071323378878512	0.12495583485695885	9.64961714445186	40.824651355234224
0.0	0.32462105279585785	119.65665653394508	71.27295252418952	43.738276302544264	33.319856436585994	92.75840957378465	0.258973075904062	138.87295603013402	5.846133922611979	0.5070664341626306	10.657062112911861	45.76798381885892
0.0	0.3049382334298222	67.70834956320762	63.039929544145025	63.9746858508801	48.38806412181686	27.7405479712869	0.2118208250232153	70.02123479261247	3.0487492860952297	0.28275772460015863	9.909737586256206	35.14541943828583
0.0	0.23885435574517577	116.66649905751667	13.972788482184413	24.01137292413094	2.037750940698333	23.356748779430365	0.14285574072594284	53.16408798351722	4.250929289675408	0.30769952449727894	12.556486419092757	42.87305259651089
0.0	0.28788116446619183	18.514342475916138	77.59257119951984	12.416546096272992	34.53778316943237	72.74025566252294	0.18632596220759848	14.249548503836667	2.180750637012799	0.20047963175700273	9.959894589827568	35.85844123612778
0.0	0.18370800625291797	75.42048508702949	49.21573948806619	87.8020204600445	15.526968005542646	62.23818413321407	0.1264588903493436	129.93356376392236	6.461413309682062	0.41011687264683105	15.217519931689102	55.87560088541183
0.0	0.3853481084709717	85.15515873630545	23.744852722732908	71.86700784729199	33.71319190345472	99.55876349351854	0.1429289258741067	66.5738557164128	1.77289508843173	0.1756787618476081	9.447485518370684	24.942710508262493
0.0	0.34708391895458235	55.24508032510355	34.37359662077775	94.479900602316	8.309422299875473	25.77927501713915	0.30982006906863846	31.682636591268437	1.3802761052037524	0.1386115513126843	9.394350851141608	25.34204950337184
1.0	0.2172145509161055	39.36699097044766	31.290578320622444	38.30872564576566	8.443863708525896	110.20999509841204	0.16439070752451715	28.623818503692746	1.5886278552129942	0.13319079236157205	11.032098824879602	43.493311509688155
2.0	0.20279883835464715	47.872219160199165	6.224888935685158	100.06628111936152	12.341377772390842	40.96797991544008	0.06527811087138313	190.17597048077732	0.3454994370754068	0.023139290515336246	13.254712859881035	41.72532357757808
